NAME,median_home_value,median_gross_rent,population,median_hh_income,nh_white,total_race_eth,housing_units_occupied,owner_occupied_units,renter_occupied_units,state,county,county_fips5,pct_nh_white,pct_owner_occupied,owner_to_renter_ratio,affordability_index,lat,lon,land_sqmi,pop_density,log_pop_density,dem_two_party_share
"Hamilton County, Florida",100800,778,13492,47668,7424,13492,4300,3233,1067,12,047,12047,0.5502520011858879,0.751860465116279,3.0299906279287723,0.01632122178400604,30.491187,,514.2952369874766,26.233958686902124,3.30446467573355,0.33973693319487713
"Hardee County, Florida",118700,904,25528,44665,11625,25528,8127,5413,2714,12,049,12049,0.45538232528987777,0.666051433493294,1.994473102431835,0.020239561177655883,27.492846,,637.5693415000954,40.03956642572685,3.714536636131436,0.2729216152019002
"Hendry County, Florida",153200,892,39902,49259,11547,39902,13289,9269,4020,12,051,12051,0.2893839907774046,0.6974941681089623,2.3057213930348257,0.018108365983881117,26.539967,,1155.9498636507642,34.51879813712682,3.5700620813219737,0.38402804830541487
"Hernando County, Florida",214700,1155,196621,59202,145865,196621,79169,63451,15718,12,053,12053,0.7418587027835277,0.8014626937311321,4.036836747677822,0.01950947603121516,28.555995,,472.965804403281,415.7192722380164,6.03241278703019,0.34762023885630633
"Highlands County, Florida",155900,919,102339,53679,66090,102339,44685,35026,9659,12,055,12055,0.6457948582651775,0.7838424527246279,3.626255305932291,0.017120289126101456,27.34108,,1017.6597079660208,100.56308528176203,4.620680135281725,0.32691899403601554
"Hillsborough County, Florida",294900,1413,1468560,70612,679457,1468560,559970,338533,221437,12,057,12057,0.4626688729095168,0.6045556011929211,1.528800516625496,0.02001076304310882,27.88761,,1021.8891879996488,1437.1029826381769,7.27108015090324,0.5347907327019673
"Holmes County, Florida",94900,792,19529,46063,16638,19529,7069,5409,1660,12,059,12059,0.851963746223565,0.7651718772103551,3.258433734939759,0.017193843214727656,30.862007,,478.85660364637897,40.78256382242892,3.7324791190716433,0.10262105730786317
"Indian River County, Florida",284400,1183,160986,67543,118294,160986,65735,52704,13031,12,061,12061,0.7348092380703912,0.8017646611394235,4.044509247179802,0.017514768369779252,27.700528,,502.8103410216256,320.17241266936486,5.771978090056985,0.3912899623640349
"Jackson County, Florida",113300,756,47704,46144,31105,47704,16880,12498,4382,12,063,12063,0.6520417575046118,0.7404028436018958,2.8521223185759927,0.016383495145631068,30.789249,,918.1863513232457,51.95459498091134,3.969434847902893,0.30403522962164103
"Jefferson County, Florida",167600,727,14458,51573,8754,14458,5519,4136,1383,12,065,12065,0.6054779360907456,0.7494111252038412,2.99060014461316,0.014096523374634014,30.396898,,598.0794293295212,24.174046608170734,3.2258135673084007,0.46525787965616044
"Lafayette County, Florida",118600,853,8107,57852,5633,8107,2555,2057,498,12,067,12067,0.6948316269890218,0.8050880626223093,4.1305220883534135,0.014744520500587707,29.990066,,543.34469582466,14.920546868863092,2.7676105308854924,0.14018691588785046
"Lake County, Florida",262500,1323,386829,66239,257501,386829,153817,117522,36295,12,069,12069,0.6656713948540569,0.7640377851602879,3.237966662074666,0.01997312761364151,28.764113,,951.5516091231317,406.52445573232586,6.010100944947203,0.39885080529603945
