Y1_STATEFIPS,Y1_COUNTYFIPS,Y2_STATEFIPS,Y2_COUNTYFIPS,Y2_STATE,Y2_COUNTYNAME,N1,N2,AGI,n_returns,n_individuals,agi_thousands,origin_fips5,dest_fips5,mean_agi,o_NAME,o_median_home_value,o_median_gross_rent,o_population,o_median_hh_income,o_nh_white,o_total_race_eth,o_housing_units_occupied,o_owner_occupied_units,o_renter_occupied_units,o_state,o_county,o_pct_nh_white,o_pct_owner_occupied,o_owner_to_renter_ratio,o_affordability_index,o_lat,o_lon,o_land_sqmi,o_pop_density,o_log_pop_density,o_dem_two_party_share,d_NAME,d_median_home_value,d_median_gross_rent,d_population,d_median_hh_income,d_nh_white,d_total_race_eth,d_housing_units_occupied,d_owner_occupied_units,d_renter_occupied_units,d_state,d_county,d_pct_nh_white,d_pct_owner_occupied,d_owner_to_renter_ratio,d_affordability_index,d_lat,d_lon,d_land_sqmi,d_pop_density,d_log_pop_density,d_dem_two_party_share,distance_km_haversine,distance_km,distance_km_source,abs_diff_dem_two_party_share,abs_diff_pct_nh_white,abs_diff_median_home_value,abs_diff_median_gross_rent,abs_diff_log_pop_density,abs_diff_affordability_index,abs_diff_pct_owner_occupied,abs_diff_owner_to_renter_ratio,dest_more_dem,dest_lower_rent_than_origin,dest_lower_rent_pressure_than_origin,o_housing_pred,d_housing_pred,dyadic_housing_gap,o_affordability_pred,d_affordability_pred,dyadic_affordability_gap,log_distance_km,log_o_population,log_d_population,origin_county_label,dest_county_label
36,47,12,86,FL,Miami-Dade County,1107,1659,169855,1107,1659,169855,36047,12086,153437.21770551038,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Miami-Dade County, Florida",387000,1623,2688237,64215,350398,2688237,952680,494141,458539,12,86,0.130344906345683,0.5186851828525842,1.0776422507136798,0.0252744685821069,25.616009,,1899.9040850274912,1414.933006979193,7.255543961679071,0.5369476065376029,20015.114442035923,20015.114442035923,haversine,0.2392624936520047,0.2303831073278976,478300,92,3.3061183132012806,0.0023135089077107977,0.21556089994259914,0.6426661488403658,0.0,1.0,0.0,623625.5882755839,446799.50582420494,-176826.08245137898,0.0218467491548128,0.0218467491548128,0.0,9.904292950218121,14.801185924576137,14.804396518372261,"Kings, NY","Miami-Dade, FL"
36,47,12,11,FL,Broward County,1000,1667,84632,1000,1667,84632,36047,12011,84632.0,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Broward County, Florida",348600,1683,1940907,70331,641300,1940907,741973,466131,275842,12,11,0.3304125339338773,0.6282317550638635,1.689847811428281,0.0239297038290369,26.193535,,1202.7306455842695,1613.750349777721,7.386935641526723,0.6498396804742055,20015.114442035923,20015.114442035923,haversine,0.12637041971540208,0.030315479739703277,516700,32,3.174726633353629,0.0009687441546408007,0.3251074721538784,1.254871709554967,0.0,1.0,0.0,623625.5882755839,446799.50582420494,-176826.08245137898,0.0218467491548128,0.0218467491548128,0.0,9.904292950218121,14.801185924576137,14.47866646277949,"Kings, NY","Broward, FL"
36,47,12,99,FL,Palm Beach County,670,1167,83392,670,1167,83392,36047,12099,124465.67164179104,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Palm Beach County, Florida",368300,1700,1494805,76066,773159,1494805,589594,409975,179619,12,99,0.517230675573068,0.695351377388508,2.282470117303849,0.0223490126994978,26.649126,,1964.2986331470051,760.9866314498072,6.635929011503624,0.5643389219857787,20015.114442035923,20015.114442035923,haversine,0.21187117820382884,0.15650266189948742,497000,15,3.9257332633767277,0.0006119469748982996,0.39222709447852294,1.8474940154305348,0.0,1.0,1.0,623625.5882755839,504316.5721997773,-119309.01607580663,0.0218467491548128,0.0213774601983936,-0.00046928895641919904,9.904292950218121,14.801185924576137,14.217506990500315,"Kings, NY","Palm Beach, FL"
36,47,12,95,FL,Orange County,551,923,30170,551,923,30170,36047,12095,54754.99092558984,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Orange County, Florida",329000,1553,1427403,72629,535722,1427403,491378,279925,211453,12,95,0.3753123679857755,0.5696734489537586,1.3238166401044205,0.0213826432967547,28.514391,,902.0235848483952,1582.4453195865228,7.367358334019368,0.6168123020805356,20015.114442035923,20015.114442035923,haversine,0.15939779810907195,0.014584354312194903,536300,162,3.1943039408609835,0.0015783163776414005,0.2665491660437735,0.8888405382311064,0.0,1.0,1.0,623625.5882755839,449066.31134378846,-174559.27693179547,0.0218467491548128,0.0218467491548128,0.0,9.904292950218121,14.801185924576137,14.171367967813062,"Kings, NY","Orange, FL"
36,47,12,57,FL,Hillsborough County,348,576,23939,348,576,23939,36047,12057,68790.22988505747,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Hillsborough County, Florida",294900,1413,1468560,70612,679457,1468560,559970,338533,221437,12,57,0.4626688729095168,0.6045556011929211,1.528800516625496,0.0200107630431088,27.88761,,1021.8891879996488,1437.1029826381769,7.27108015090324,0.5347907327019673,20015.114442035923,20015.114442035923,haversine,0.24141936748764026,0.10194085923593621,570400,302,3.290582123977112,0.0029501966312873024,0.30143131828293596,1.093824414752182,0.0,1.0,1.0,623625.5882755839,370635.8946304291,-252989.69364515482,0.0218467491548128,0.0218467491548128,0.0,9.904292950218121,14.801185924576137,14.199793567743452,"Kings, NY","Hillsborough, FL"
36,47,12,97,FL,Osceola County,250,440,13432,250,440,13432,36047,12097,53728.0,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Osceola County, Florida",285200,1537,393745,64312,112392,393745,119817,78747,41070,12,97,0.2854436246809483,0.6572272715891735,1.9173849525200877,0.0238991168055728,28.059027,,1327.5462208797337,296.5960761344147,5.695737117839805,0.5697312870000059,20015.114442035923,20015.114442035923,haversine,0.2064788131896017,0.07528438899263229,580100,178,4.865925157040547,0.0009381571311766999,0.3541029886791884,1.4824088506467736,0.0,1.0,0.0,623625.5882755839,316947.0285819956,-306678.55969358835,0.0218467491548128,0.0228441630166149,0.000997413861802101,9.904292950218121,14.801185924576137,12.883461310340222,"Kings, NY","Osceola, FL"
36,47,12,105,FL,Polk County,211,412,12106,211,412,12106,36047,12105,57374.40758293839,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Polk County, Florida",215700,1192,736229,60901,400555,736229,264145,184335,79810,12,105,0.544063056467485,0.6978553446023964,2.3096729733116153,0.0195727492159406,27.953649,,1797.763617299367,409.5249191359076,6.017436631400615,0.427073181503673,20015.114442035923,20015.114442035923,haversine,0.34913691868593455,0.1833350427939044,649600,523,4.544225643479736,0.003388210458455502,0.3947310616924113,1.8746968714383012,0.0,1.0,1.0,623625.5882755839,238168.25252842603,-385457.3357471579,0.0218467491548128,0.0213774601983936,-0.00046928895641919904,9.904292950218121,14.801185924576137,13.509297848893059,"Kings, NY","Polk, FL"
36,47,12,31,FL,Duval County,159,287,11038,159,287,11038,36047,12031,69421.38364779874,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Duval County, Florida",251300,1293,995708,65579,499087,995708,396132,228080,168052,12,31,0.5012383148473247,0.5757676734017954,1.3571989622259777,0.0197166775949618,30.335245,,762.6460708901675,1305.5964463801674,7.175180902657174,0.5193227476671642,20015.114442035923,20015.114442035923,haversine,0.2568873525224433,0.14051030117374413,614000,422,3.3864813722231775,0.0032442820794343005,0.27264339049181024,0.9222228603526637,0.0,1.0,1.0,623625.5882755839,310314.76371053426,-313310.82456504967,0.0218467491548128,0.0218467491548128,0.0,9.904292950218121,14.801185924576137,13.811210325202454,"Kings, NY","Duval, FL"
36,47,12,103,FL,Pinellas County,137,220,12703,137,220,12703,36047,12103,92722.62773722628,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Pinellas County, Florida",284300,1389,959918,66406,695118,959918,418716,289090,129626,12,103,0.7241431038901239,0.6904202371058188,2.2301853023313223,0.020916784627895,27.905342,,273.7050985566243,3507.1250227419914,8.162836992179127,0.5011207259341941,20015.114442035923,20015.114442035923,haversine,0.27508937425541347,0.36341509021654333,581000,326,2.3988252827012246,0.0020441750465011004,0.3872959541958337,1.7952092004580082,0.0,1.0,1.0,623625.5882755839,302976.4584711301,-320649.1298044538,0.0218467491548128,0.0179821808804585,-0.0038645682743542985,9.904292950218121,14.801185924576137,13.774604184884248,"Kings, NY","Pinellas, FL"
36,47,12,101,FL,Pasco County,133,238,9625,133,238,9625,36047,12101,72368.42105263157,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Pasco County, Florida",233600,1282,569211,63187,400621,569211,223385,166566,56819,12,101,0.7038180920607648,0.7456454103901337,2.93151938612084,0.0202889834934401,28.309823,,746.6186366968055,762.3852017923188,6.637762755517952,0.3986454364667519,20015.114442035923,20015.114442035923,haversine,0.3775646637228557,0.34309007838718425,631700,433,3.9238995193624,0.0026719761809559997,0.44252112748014855,2.496543284247526,0.0,1.0,1.0,623625.5882755839,237121.22143904772,-386504.3668365362,0.0218467491548128,0.019351350926422,-0.0024953982283907987,9.904292950218121,14.801185924576137,13.252008227196269,"Kings, NY","Pasco, FL"
36,47,12,71,FL,Lee County,131,204,8977,131,204,8977,36047,12071,68526.7175572519,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Lee County, Florida",290900,1466,772902,69368,497786,772902,311348,228142,83206,12,71,0.6440480164367539,0.7327556303557434,2.7418936134413383,0.0211336639372621,26.563273,,781.0086308610819,989.620305665324,6.898331318293861,0.4033718556716853,20015.114442035923,20015.114442035923,haversine,0.37283824451792225,0.2833200027631733,574400,249,3.66333095658649,0.0018272957371339993,0.4296313474457583,2.3069175115680243,0.0,1.0,1.0,623625.5882755839,336729.3785992831,-286896.2096763008,0.0218467491548128,0.0197993791527018,-0.0020473700021109986,9.904292950218121,14.801185924576137,13.557908834572745,"Kings, NY","Lee, FL"
36,47,12,117,FL,Seminole County,120,207,7109,120,207,7109,36047,12117,59241.666666666664,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Seminole County, Florida",329300,1545,471321,79490,268944,471321,183487,120506,62981,12,117,0.5706174772607204,0.6567549744668559,1.9133706990997288,0.0194364070952321,28.690065,,309.37860633501083,1523.4440596374973,7.329385071519242,0.5141347485539378,20015.114442035923,20015.114442035923,haversine,0.26207535163566975,0.20988946358713984,536000,170,3.232277203361109,0.0035245525791640017,0.3536306915568708,1.4783945972264148,0.0,1.0,1.0,623625.5882755839,494528.74853601295,-129096.83973957098,0.0218467491548128,0.0195638408113072,-0.002282908343505599,9.904292950218121,14.801185924576137,13.063296791219784,"Kings, NY","Seminole, FL"
36,47,12,9,FL,Brevard County,118,183,6591,118,183,6591,36047,12009,55855.93220338983,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Brevard County, Florida",278000,1327,610723,71308,439832,610723,246650,189103,57547,12,9,0.7201824722501036,0.7666855868639773,3.286061827723426,0.0186094126886183,28.298311,,1014.9709241943084,601.7147737358059,6.401444072774941,0.4167667325043767,20015.114442035923,20015.114442035923,haversine,0.3594433676852309,0.359454458576523,587300,388,4.16021820210541,0.004351546985777801,0.46356130395399214,2.851085725850112,0.0,1.0,1.0,623625.5882755839,269415.92847398,-354209.65980160394,0.0218467491548128,0.0196248847288084,-0.002221864426004399,9.904292950218121,14.801185924576137,13.322400417603927,"Kings, NY","Brevard, FL"
36,47,12,111,FL,St. Lucie County,118,200,8752,118,200,8752,36047,12111,74169.49152542373,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"St. Lucie County, Florida",275900,1363,334682,66154,179974,334682,126443,97475,28968,12,111,0.5377462785569586,0.7709007220644876,3.364919911626622,0.0206034404571152,27.379814,,571.6604130695882,585.4559671237182,6.374097587907169,0.492121332647045,20015.114442035923,20015.114442035923,haversine,0.28408876754256257,0.17701826488337796,589400,352,4.187564686973182,0.0023575192172809005,0.46777643915450245,2.929943809753308,0.0,1.0,1.0,623625.5882755839,230081.5050966434,-393544.0831789405,0.0218467491548128,0.0202440226883803,-0.001602726466432499,9.904292950218121,14.801185924576137,12.720939094155664,"Kings, NY","St. Lucie, FL"
36,47,12,115,FL,Sarasota County,114,194,12827,114,194,12827,36047,12115,112517.54385964911,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Sarasota County, Florida",338500,1590,439392,77213,357827,439392,199345,151538,47807,12,115,0.8143684910057534,0.7601795881511951,3.169786851297927,0.0205923872922953,27.225327,,556.0021991039886,790.270255599872,6.673639572625033,0.4473703814064362,20015.114442035923,20015.114442035923,haversine,0.32883971878317136,0.4536404773321728,526800,125,3.888022702255318,0.0023685723821008017,0.45705530524121,2.734810749424613,0.0,1.0,1.0,623625.5882755839,391494.73460065975,-232130.85367492418,0.0218467491548128,0.0186158372781688,-0.003230911876644,9.904292950218121,14.801185924576137,12.993149507991003,"Kings, NY","Sarasota, FL"
36,47,12,69,FL,Lake County,104,174,5620,104,174,5620,36047,12069,54038.46153846154,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Lake County, Florida",262500,1323,386829,66239,257501,386829,153817,117522,36295,12,69,0.6656713948540569,0.7640377851602879,3.237966662074666,0.0199731276136415,28.764113,,951.5516091231316,406.52445573232586,6.010100944947203,0.3988508052960394,20015.114442035923,20015.114442035923,haversine,0.3773592948935682,0.3049433811804763,602800,392,4.551561329933149,0.002987832060754602,0.46091350225030275,2.802990560201352,0.0,1.0,1.0,623625.5882755839,246191.98526548417,-377433.60301009973,0.0218467491548128,0.0196496178430359,-0.002197131311776901,9.904292950218121,14.801185924576137,12.86574059901595,"Kings, NY","Lake, FL"
36,47,12,127,FL,Volusia County,98,153,4539,98,153,4539,36047,12127,46316.32653061225,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Volusia County, Florida",251400,1271,558520,63075,385498,558520,232673,167784,64889,12,127,0.6902134211845592,0.7211150412811113,2.5857079011851005,0.0201506143479984,29.057769,,1101.3119282736627,507.140607180652,6.230758195069047,0.4289642439453869,20015.114442035923,20015.114442035923,haversine,0.34724585624422066,0.3294854075109786,613900,444,4.3309040798113045,0.0028103453263976994,0.41799075837112615,2.1507317993117865,0.0,1.0,1.0,623625.5882755839,235767.03272216124,-387858.55555342266,0.0218467491548128,0.01896931327065,-0.0028774358841627996,9.904292950218121,14.801185924576137,13.233047497500708,"Kings, NY","Volusia, FL"
36,47,12,83,FL,Marion County,75,152,3966,75,152,3966,36047,12083,52880.0,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Marion County, Florida",194900,1092,378225,55265,256840,378225,154996,118521,36475,12,83,0.6790666931059555,0.7646713463573254,3.2493762851267993,0.0197593413552881,29.202805,,1588.4219408506435,238.1136839481392,5.476939103893725,0.3693335438416451,20015.114442035923,20015.114442035923,haversine,0.4068765563479625,0.31833867943237487,670400,623,5.084723170986626,0.0032016183191080003,0.46154706344734026,2.8144001832534853,0.0,1.0,1.0,623625.5882755839,191510.3652621277,-432115.2230134562,0.0218467491548128,0.0195827425021788,-0.0022640066526340014,9.904292950218121,14.801185924576137,12.84324717953842,"Kings, NY","Marion, FL"
36,47,12,21,FL,Collier County,67,110,11252,67,110,11252,36047,12021,167940.2985074627,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Collier County, Florida",443700,1599,380221,82011,233909,380221,156768,117362,39406,12,21,0.615192217157916,0.748634925494999,2.978277419682282,0.0194973844972015,26.118786,,1996.9498838081631,190.4008723919112,5.254370036959935,0.3757594241205203,20015.114442035923,20015.114442035923,haversine,0.40045067606908724,0.25446420348433546,421600,116,5.307292237920416,0.0034635751771946027,0.4455106425850139,2.543301317808968,0.0,1.0,1.0,623625.5882755839,503649.0857213416,-119976.50255424232,0.0218467491548128,0.0196855538377641,-0.002161195317048701,9.904292950218121,14.801185924576137,12.848510571644349,"Kings, NY","Collier, FL"
36,47,12,109,FL,St. Johns County,61,130,8453,61,130,8453,36047,12109,138573.77049180327,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"St. Johns County, Florida",416100,1601,278722,100020,222891,278722,102056,84061,17995,12,109,0.7996892961445454,0.8236752371247158,4.671353153653793,0.0160067986402719,29.890487,,600.6443214128051,464.0383502576104,6.142119875858871,0.3652829584201011,20015.114442035923,20015.114442035923,haversine,0.41092714176950645,0.43896128247096483,449200,114,4.419542399021481,0.0069541610341242,0.5205509542147306,4.236377051780479,0.0,1.0,1.0,623625.5882755839,416827.4898372532,-206798.09843833075,0.0218467491548128,0.0161498365988086,-0.0056969125560041994,9.904292950218121,14.801185924576137,12.537973736078591,"Kings, NY","St. Johns, FL"
36,47,12,81,FL,Manatee County,58,99,8528,58,99,8528,36047,12081,147034.4827586207,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Manatee County, Florida",323900,1418,405069,71385,282634,405069,161656,121011,40645,12,81,0.6977428536866559,0.7485710397387044,2.9772665764546686,0.0198641171114379,27.475556,,742.7617348214128,545.3552344041975,6.303269376650273,0.4190785162186909,20015.114442035923,20015.114442035923,haversine,0.35713158397091666,0.3370148400130753,541400,297,4.2583928982300785,0.0030968425629582,0.4454467568287193,2.5422904745813546,0.0,1.0,1.0,623625.5882755839,277098.78318180155,-346526.8050937824,0.0218467491548128,0.0189220095347997,-0.002924739620013099,9.904292950218121,14.801185924576137,12.911815170659823,"Kings, NY","Manatee, FL"
36,47,12,1,FL,Alachua County,46,66,2155,46,66,2155,36047,12001,46847.82608695652,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Alachua County, Florida",245600,1191,279729,57566,166674,279729,108597,59226,49371,12,1,0.5958409746576151,0.5453741816072267,1.1996111077353102,0.0206892957648612,29.67574,,875.6345756760198,319.45860495976837,5.769753110327321,0.6376638516875658,20015.114442035923,20015.114442035923,haversine,0.13854624850204178,0.2351129609840345,619700,524,4.79190916455303,0.0022716639095349024,0.24224989869724162,0.7646350058619962,0.0,1.0,1.0,623625.5882755839,233986.37610947792,-389639.212166106,0.0218467491548128,0.0189963335631116,-0.0028504155917012004,9.904292950218121,14.801185924576137,12.541580131214536,"Kings, NY","Alachua, FL"
36,47,12,53,FL,Hernando County,38,71,2073,38,71,2073,36047,12053,54552.63157894737,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Hernando County, Florida",214700,1155,196621,59202,145865,196621,79169,63451,15718,12,53,0.7418587027835277,0.8014626937311321,4.036836747677822,0.0195094760312151,28.555995,,472.965804403281,415.7192722380164,6.03241278703019,0.3476202388563063,20015.114442035923,20015.114442035923,haversine,0.4285898613333013,0.38113068910994713,650600,560,4.529249487850161,0.0034514836431809998,0.498338410821147,3.601860645804508,0.0,1.0,1.0,623625.5882755839,228678.8988357574,-394946.6894398265,0.0218467491548128,0.0173320615872854,-0.0045146875675274,9.904292950218121,14.801185924576137,12.18903838277438,"Kings, NY","Hernando, FL"
36,47,12,35,FL,Flagler County,37,67,1970,37,67,1970,36047,12035,53243.24324324324,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Flagler County, Florida",293700,1561,117515,69251,86196,117515,47549,37680,9869,12,35,0.733489341786155,0.7924456876064692,3.818016009727429,0.0225411907409279,29.474891,,486.2011809917677,241.70035901658937,5.491827591992234,0.3954974439638222,20015.114442035923,20015.114442035923,haversine,0.3807126562257854,0.3727613281125744,571600,154,5.069834682888118,0.0004197689334681995,0.48932140469648405,3.383039907854115,0.0,1.0,1.0,623625.5882755839,333439.3949782227,-290186.1932973612,0.0218467491548128,0.0206663374575778,-0.0011804116972350016,9.904292950218121,14.801185924576137,11.674329773508795,"Kings, NY","Flagler, FL"
36,47,12,19,FL,Clay County,30,55,1675,30,55,1675,36047,12019,55833.333333333336,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Clay County, Florida",254500,1372,219650,82242,153832,219650,79704,61040,18664,12,19,0.7003505577054405,0.7658335842617685,3.270467209601372,0.016682473675251,29.986584,,604.6112315152097,363.2912995174395,5.897953820988282,0.3120353103088837,20015.114442035923,20015.114442035923,haversine,0.46417478988072386,0.33962254403185993,610800,343,4.6637084538920694,0.0062784859991451,0.4627093013517834,2.835491107728058,0.0,1.0,1.0,623625.5882755839,307989.23584108206,-315636.35243450187,0.0218467491548128,0.0179027465625321,-0.003944002592280699,9.904292950218121,14.801185924576137,12.299795202091035,"Kings, NY","Clay, FL"
36,47,12,5,FL,Bay County,22,32,696,22,32,696,36047,12005,31636.363636363636,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Bay County, Florida",246800,1311,181055,65999,135743,181055,74678,51208,23470,12,5,0.749733506393085,0.6857173464741959,2.181849169152109,0.0198639373323838,30.15914,,758.6421057914031,238.6566717268169,5.47920736467908,0.2792903795618846,20015.114442035923,20015.114442035923,haversine,0.49691972062772294,0.3890054927195044,618500,404,5.082454910201271,0.0030970223420123018,0.3825930635642108,1.7468730672787949,0.0,1.0,1.0,623625.5882755839,245684.92568222972,-377940.66259335424,0.0218467491548128,0.0174438090298619,-0.004402940124950901,9.904292950218121,14.801185924576137,12.106561654661238,"Kings, NY","Bay, FL"
36,47,12,15,FL,Charlotte County,22,26,1220,22,26,1220,36047,12015,55454.545454545456,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Charlotte County, Florida",265800,1206,189900,62164,156277,189900,84671,69787,14884,12,15,0.8229436545550289,0.8242137213449705,4.688726148884708,0.0194002959912489,26.906396,,681.1189120752929,278.8059421539126,5.634096299153526,0.3659493057238824,20015.114442035923,20015.114442035923,haversine,0.41026079446572516,0.46221564088144834,599500,509,4.927565975726825,0.0035606636831472006,0.5210894384349853,4.253750047011394,0.0,1.0,1.0,623625.5882755839,259602.8998554763,-364022.6884201076,0.0218467491548128,0.0182572746440764,-0.0035894745107364,9.904292950218121,14.801185924576137,12.15425816271595,"Kings, NY","Charlotte, FL"
36,47,12,33,FL,Escambia County,22,31,1555,22,31,1555,36047,12033,70681.81818181818,"Kings County, New York",865300,1715,2679620,74692,966614,2679620,997957,302505,695452,36,47,0.3607280136735806,0.3031242829099851,0.434976101873314,0.0229609596743961,40.635045,,69.37656751508773,38624.28044479496,10.561662274880351,0.7762101001896076,"Escambia County, Florida",206400,1170,321296,61642,202039,321296,126537,79891,46646,12,33,0.6288251332104975,0.6313647391672002,1.7127084851862968,0.0189805651990525,30.529998,,656.9928418626024,489.04033579591567,6.194487705667584,0.4231964821632071,20015.114442035923,20015.114442035923,haversine,0.35301361802640047,0.2680971195369169,658900,545,4.367174569212767,0.0039803944753435995,0.32824045625721504,1.2777323833129828,0.0,1.0,1.0,623625.5882755839,208876.90906493895,-414748.679210645,0.0218467491548128,0.0182409582595911,-0.0036057908952217,9.904292950218121,14.801185924576137,12.6801212079922,"Kings, NY","Escambia, FL"
